"ID"	"R1.D10"	"R1.D21"
"a136751"	2.61439583027238e-07	5.23002007794345e-08
"a13690"	7.92122915739242e-07	4.89720061843796e-07
"a136945"	4.48739582807945e-07	7.13184556083198e-08
"a136984"	1.83397916451943e-07	6.18093281938772e-08
"a137387"	1.71691666465649e-07	4.27910733649919e-09
"a137727"	9.0528333227342e-07	4.46928988478804e-07
"a138011"	1.95104166438237e-08	4.75456370722132e-09
"a138113"	4.56543749465475e-07	9.50912741444264e-08
"a138456"	3.51187499588827e-07	4.75456370722132e-08
"a138680"	2.25930624735479e-06	1.6736064249419e-06
"a13870"	9.75520832191185e-08	4.27910733649919e-09
"a138833"	1.83397916451943e-07	4.75456370722132e-09
"a139228"	5.07270832739416e-08	4.75456370722132e-09
"a139236"	7.02374999177653e-08	4.27910733649919e-09
"a139318"	9.75520832191185e-08	3.80365096577706e-08
"a139647"	1.44377083164295e-07	4.27910733649919e-09
"a140124"	2.61439583027238e-07	5.23002007794345e-08
"a140143"	1.71691666465649e-07	1.90182548288853e-08
"a140526"	1.05356249876648e-07	9.50912741444264e-09
"a141240"	2.73145833013532e-08	4.27910733649919e-09
"a141249"	4.29229166164122e-08	4.75456370722132e-09
"a141397"	1.67789583136884e-07	3.32819459505492e-08
"a141529"	4.29229166164122e-08	4.27910733649919e-09
"a141605"	8.70164582314537e-07	3.99383351406591e-07
"a141837"	4.01914582862768e-07	1.47391474923861e-07
"a141868"	6.63354165890006e-08	6.18093281938772e-08
"a142176"	8.19437499040596e-08	2.85273822433279e-08
"a142208"	4.01914582862768e-07	1.66409729752746e-07
"a142230"	1.24866666520472e-07	4.27910733649919e-09
"a142351"	4.56543749465475e-07	9.03367104372051e-08
"a142384"	1.52181249821825e-07	4.75456370722132e-08
"a142428"	7.72612499095419e-07	4.94474625551017e-07
"a142508"	1.10038749871166e-06	5.65793081159337e-07
"a142600"	2.88754166328591e-07	8.08275830227625e-08
"a143156"	4.21424999506592e-07	2.56746440189951e-07
"a143384"	8.9747916561589e-08	4.27910733649919e-09
"a143441"	7.02374999177653e-08	4.27910733649919e-09
"a143755"	7.80416665752948e-08	2.37728185361066e-08
"a143915"	2.61439583027238e-07	1.4263691121664e-08
"a144586"	1.17062499862942e-08	4.27910733649919e-09
"a144619"	5.85312499314711e-08	9.50912741444264e-09
"a14474"	4.21424999506592e-07	1.52146038631082e-07
"a144772"	1.28768749849236e-07	1.4263691121664e-08
"a144808"	2.92656249657356e-07	3.32819459505492e-08
"a144844"	3.7850208289018e-07	1.90182548288853e-08
"a144901"	3.82404166218945e-07	2.85273822433279e-08
"a145052"	2.3022291639712e-07	4.75456370722132e-09
"a145111"	3.16068749629944e-07	1.75918857167189e-07
"a145498"	3.00460416314885e-07	1.90182548288853e-08
"a145769"	2.18516666410826e-06	1.01747663334536e-06
"a145852"	3.51187499588827e-07	7.13184556083198e-08
"a145938"	7.41395832465301e-08	4.27910733649919e-09
"a146732"	5.97018749301005e-07	1.56900602338304e-07
"a146760"	7.41395832465301e-08	3.32819459505492e-08
"a146875"	2.73145833013532e-07	3.32819459505492e-08
"a147021"	1.36572916506766e-07	4.27910733649919e-09
"a147031"	1.75593749794413e-07	6.65638919010985e-08
"a147206"	7.97585832399513e-06	7.19840945273308e-06
"a147341"	2.92656249657356e-07	9.50912741444264e-08
"a147343"	5.85312499314711e-08	1.90182548288853e-08
"a147606"	1.32670833178001e-07	4.27910733649919e-09
"a147745"	1.5608333315059e-07	4.27910733649919e-09
"a14784"	5.85312499314711e-08	2.37728185361066e-08
"a147862"	7.02374999177653e-08	9.50912741444264e-09
"a147897"	4.05426457858657e-06	3.20457593866717e-06
"a147946"	8.9747916561589e-08	2.85273822433279e-08
"a148094"	2.84852082999826e-07	1.90182548288853e-08
"a148139"	2.87973749662838e-06	1.97314393849685e-06
"a148265"	1.05356249876648e-07	2.37728185361066e-08
"a148787"	4.48739582807945e-07	1.33127783802197e-07
"a149134"	1.79495833123178e-07	4.75456370722132e-09
"a149331"	1.20964583191707e-07	9.50912741444264e-09
"a149390"	1.09258333205413e-06	5.46774826330452e-07
"a149418"	4.29229166164122e-08	9.50912741444264e-09
"a150016"	1.4827916649306e-07	2.85273822433279e-08
"a150149"	1.67789583136884e-07	3.32819459505492e-08
"a150703"	5.85312499314711e-07	1.61655166045525e-07
"a15112"	1.78325208124549e-06	7.22693683497641e-07
"a151120"	5.22879166054475e-07	1.47391474923861e-07
"a151228"	2.26320833068355e-07	8.08275830227625e-08
"a152163"	5.07270832739416e-08	6.18093281938772e-08
"a152753"	3.00460416314885e-07	2.37728185361066e-08
"a153013"	2.18516666410826e-07	2.37728185361066e-08
"a153388"	4.72152082780534e-07	2.04446239410517e-07
"a153416"	3.98012499534004e-07	4.27910733649919e-09
"a153830"	2.34124999725884e-07	5.23002007794345e-08
"a154802"	3.35579166273768e-07	1.52146038631082e-07
"a15497"	2.57537499698473e-07	1.04600401558869e-07
"a155542"	1.13160416534177e-07	2.37728185361066e-08
"a155898"	4.29229166164122e-08	1.4263691121664e-08
"a15649"	1.95104166438237e-08	4.27910733649919e-09
"a156744"	1.40474999835531e-07	9.50912741444264e-09
"a156809"	3.00460416314885e-07	9.98458378516477e-08
"a157"	7.02374999177653e-08	4.27910733649919e-09
"a157103"	6.24333332602359e-08	4.75456370722132e-08
"a157115"	1.36572916506766e-07	4.27910733649919e-08
"a157399"	2.06810416424531e-07	4.27910733649919e-09
"a157440"	1.40474999835531e-07	4.75456370722132e-09
"a157509"	5.85312499314711e-08	4.75456370722132e-09
"a157788"	2.2241874973959e-07	9.50912741444264e-08
"a157902"	1.4827916649306e-07	9.50912741444264e-09
"a157935"	2.3022291639712e-07	5.70547644866559e-08
"a158000"	1.52181249821825e-07	1.4263691121664e-08
"a158365"	7.80416665752948e-08	9.50912741444264e-09
"a158578"	3.51187499588827e-07	2.13955366824959e-07
"a158998"	1.05356249876648e-07	1.4263691121664e-08
"a159024"	4.5264166613671e-07	2.85273822433279e-07
"a159057"	1.09258333205413e-07	4.27910733649919e-09
"a15927"	2.06810416424531e-07	3.32819459505492e-08
"a159502"	9.52108332218597e-07	6.98920864961534e-07
"a159577"	1.09258333205413e-07	4.75456370722132e-09
"a159664"	3.51187499588827e-09	4.75456370722132e-09
"a15986"	2.18906874743702e-06	1.27422307353531e-06
"a160079"	3.55089582917591e-07	1.18864092680533e-07
"a16020"	1.09258333205413e-07	7.60730193155411e-08
"a160415"	3.74599999561415e-07	9.03367104372051e-08
"a160476"	1.5608333315059e-07	4.27910733649919e-08
"a160605"	3.12166666301179e-08	4.27910733649919e-09
"a16079"	1.4827916649306e-07	4.27910733649919e-09
"a160887"	1.4827916649306e-07	1.4263691121664e-08
"a160972"	8.03829165725537e-07	2.94782949847722e-07
"a161150"	8.3114374902689e-07	8.55821467299838e-08
"a161156"	4.40935416150416e-07	2.90028386140501e-07
"a161229"	1.5608333315059e-07	1.90182548288853e-08
"a161242"	1.67789583136884e-07	5.23002007794345e-08
"a161268"	3.06313541308032e-06	2.13004454083515e-06
"a162555"	5.03368749410652e-07	2.28219057946623e-07
"a162770"	5.73606249328417e-07	1.94937111996074e-07
"a162830"	2.41929166383414e-07	1.4263691121664e-08
"a162955"	3.70307707899774e-06	2.94307493477e-06
"a163048"	5.46291666027064e-08	4.27910733649919e-09
"a163152"	1.75593749794413e-07	4.27910733649919e-09
"a163296"	5.85312499314711e-08	4.27910733649919e-09
"a163636"	1.32670833178001e-07	4.75456370722132e-09
"a163647"	1.01454166547883e-07	4.75456370722132e-09
"a163821"	3.98012499534004e-07	2.85273822433279e-08
"a163871"	1.91202083109472e-07	4.75456370722132e-09
"a163955"	3.55089582917591e-07	4.27910733649919e-08
"a164196"	2.60268958028608e-06	1.54047864113971e-06
"a164240"	1.40474999835531e-07	2.37728185361066e-08
"a164369"	5.3458541604077e-07	2.80519258726058e-07
"a164758"	1.09648541538289e-06	2.99537513554943e-07
"a165000"	2.38027083054649e-07	1.04600401558869e-07
"a165604"	9.36499998903538e-08	4.75456370722132e-09
"a165737"	1.91202083109472e-07	2.85273822433279e-08
"a165934"	3.12166666301179e-07	5.70547644866559e-08
"a166022"	3.23872916287473e-07	1.61655166045525e-07
"a166397"	5.11172916068181e-07	8.55821467299838e-08
"a166526"	3.86306249547709e-07	9.98458378516477e-08
"a166689"	1.13160416534177e-07	1.4263691121664e-08
"a166748"	1.01454166547883e-07	2.37728185361066e-08
"a167127"	1.09258333205413e-07	2.85273822433279e-08
"a16716"	9.75520832191185e-08	2.37728185361066e-08
"a167658"	9.75520832191185e-08	4.27910733649919e-09
"a168307"	2.00957291431384e-06	1.33127783802197e-06
"a168344"	7.37493749136536e-07	1.66409729752746e-07
"a168372"	6.98472915848889e-07	1.37882347509418e-07
"a168430"	9.75520832191185e-08	4.27910733649919e-08
"a168911"	1.36572916506766e-07	2.85273822433279e-08
"a168973"	3.90208332876474e-09	4.27910733649919e-09
"a169141"	1.09258333205413e-07	4.75456370722132e-08
"a169165"	8.62360415657008e-07	2.71010131311615e-07
"a169233"	8.9747916561589e-08	4.27910733649919e-09
"a169355"	3.35579166273768e-07	1.90182548288853e-08
"a16949"	3.62893749575121e-07	1.94937111996074e-07
"a169537"	2.53635416369708e-07	4.75456370722132e-09
"a170012"	2.77047916342297e-07	5.70547644866559e-08
"a17099"	1.24866666520472e-07	4.27910733649919e-09
"a171062"	8.19437499040596e-08	2.37728185361066e-08
"a17113"	1.01454166547883e-07	4.75456370722132e-09
"a171295"	3.00460416314885e-07	4.75456370722132e-09
"a171401"	1.16672291530066e-06	5.13492880379903e-07
"a171536"	3.08264582972415e-07	9.03367104372051e-08
"a171594"	2.38027083054649e-07	9.50912741444264e-08
"a171811"	2.73145833013532e-08	4.75456370722132e-09
"a172452"	7.77294999089936e-06	7.37432830990027e-06
"a172488"	3.51187499588827e-08	2.85273822433279e-08
"a172547"	2.14614583082061e-07	4.27910733649919e-09
"a172991"	1.13160416534177e-07	1.4263691121664e-08
"a173044"	4.65128332788757e-06	4.5263446492747e-06
"a173446"	2.53635416369708e-07	3.32819459505492e-08
"a173598"	1.04575833210895e-06	6.75148046425428e-07
"a174018"	1.5608333315059e-08	1.90182548288853e-08
"a174094"	2.53635416369708e-07	2.37728185361066e-08
"a174125"	3.7069791623265e-07	9.50912741444264e-09
"a174168"	2.06810416424531e-07	9.98458378516477e-08
"a174169"	9.75520832191185e-08	1.90182548288853e-08
"a174231"	9.36499998903538e-08	2.37728185361066e-08
"a174279"	1.99006249767002e-07	2.37728185361066e-08
"a174637"	2.57537499698473e-07	9.50912741444264e-09
"a174858"	5.46291666027064e-08	1.90182548288853e-08
"a174892"	6.087249992873e-07	2.47237312775509e-07
"a174989"	1.75593749794413e-07	1.90182548288853e-08
"a175256"	2.38027083054649e-07	3.32819459505492e-08
"a175270"	3.90208332876474e-08	4.75456370722132e-09
"a175535"	1.5608333315059e-08	9.50912741444264e-09
"a175768"	1.34231666509507e-06	5.08738316672681e-07
"a175844"	3.12166666301179e-07	3.32819459505492e-08
"a175999"	1.75593749794413e-07	7.60730193155411e-08
"a176142"	1.24866666520472e-07	9.50912741444264e-09
"a177113"	5.97018749301005e-07	2.80519258726058e-07
"a177217"	4.87760416095593e-07	9.50912741444264e-08
"a177372"	1.17062499862942e-08	4.27910733649919e-09
"a178014"	6.63354165890006e-08	4.27910733649919e-09
"a178276"	4.13620832849063e-07	7.13184556083198e-08
"a178325"	1.4827916649306e-07	1.90182548288853e-08
"a178373"	1.03405208212266e-06	5.32511135208788e-07
"a178499"	9.75520832191185e-08	4.27910733649919e-09
"a178554"	5.46291666027064e-08	7.60730193155411e-08
"a178646"	9.75520832191185e-08	2.85273822433279e-08
"a178677"	7.80416665752948e-08	4.75456370722132e-09
"a178703"	2.84852082999826e-07	6.18093281938772e-08
"a178887"	5.85312499314711e-08	9.50912741444264e-09
"a179232"	3.35579166273768e-07	1.4263691121664e-08
"a179783"	2.38027083054649e-07	8.55821467299838e-08
"a179931"	3.51187499588827e-08	4.27910733649919e-09
"a180348"	3.23872916287473e-07	5.70547644866559e-08
"a180438"	1.24866666520472e-07	4.75456370722132e-09
"a18073"	2.77047916342297e-07	5.23002007794345e-08
"a181006"	1.05356249876648e-07	4.75456370722132e-09
"a181007"	2.06810416424531e-07	8.08275830227625e-08
"a18115"	2.45831249712179e-07	1.90182548288853e-08
"a181323"	1.24866666520472e-07	1.90182548288853e-08
"a181375"	1.75593749794413e-07	1.4263691121664e-08
"a181633"	2.26320833068355e-07	8.55821467299838e-08
"a181658"	1.5608333315059e-07	4.27910733649919e-09
"a181759"	8.19437499040596e-08	4.27910733649919e-09
"a181786"	2.53635416369708e-07	1.90182548288853e-08
"a182012"	1.32670833178001e-07	4.75456370722132e-08
"a182359"	1.67789583136884e-07	2.85273822433279e-08
"a182711"	7.41395832465301e-07	2.09200803117738e-07
"a182747"	7.41395832465301e-08	4.27910733649919e-09
"a182889"	2.88754166328591e-07	8.55821467299838e-08
"a18317"	1.20964583191707e-07	4.27910733649919e-09
"a183296"	4.21424999506592e-07	2.32973621653845e-07
"a183428"	1.40474999835531e-07	4.75456370722132e-08
"a18346"	2.57537499698473e-07	9.03367104372051e-08
"a183589"	3.47285416260062e-07	6.18093281938772e-08
"a183715"	7.80416665752948e-08	4.27910733649919e-09
"a183727"	3.39481249602532e-07	9.98458378516477e-08
"a183780"	1.79495833123178e-06	1.35029609285086e-06
"a183871"	7.80416665752948e-09	4.27910733649919e-09
"a183895"	1.5608333315059e-07	4.75456370722132e-09
"a184805"	4.91662499424357e-07	5.70547644866559e-08
"a184808"	4.48739582807945e-07	3.80365096577706e-08
"a184971"	6.24333332602359e-08	4.75456370722132e-09
"a185054"	1.63887499808119e-07	4.27910733649919e-09
"a185152"	2.14614583082061e-07	4.75456370722132e-08
"a1857"	1.79495833123178e-07	4.75456370722132e-09
"a185719"	2.45831249712179e-07	4.27910733649919e-09
"a185741"	2.18516666410826e-07	6.18093281938772e-08
"a185796"	6.0092083262977e-07	6.18093281938772e-08
"a185882"	3.94110416205239e-07	1.37882347509418e-07
"a186620"	4.09718749520298e-07	1.0935496526609e-07
"a186884"	1.17842916528695e-06	4.75456370722132e-07
"a186906"	3.51187499588827e-08	4.27910733649919e-09
"a186974"	3.35579166273768e-07	9.03367104372051e-08
"a18753"	4.40935416150416e-07	1.37882347509418e-07
"a187905"	1.52181249821825e-07	4.75456370722132e-08
"a187973"	1.75593749794413e-07	5.70547644866559e-08
"a188064"	1.02234583213636e-06	8.51066903592616e-07
"a188403"	1.09258333205413e-07	4.27910733649919e-09
"a188531"	3.90208332876474e-08	9.50912741444264e-09
"a188808"	2.18516666410826e-07	4.75456370722132e-09
"a188835"	6.24333332602359e-08	4.27910733649919e-09
"a189004"	2.13834166416308e-06	1.2266774364631e-06
"a189501"	1.71691666465649e-07	3.80365096577706e-08
"a189546"	3.90208332876474e-08	4.27910733649919e-09
"a189586"	2.3022291639712e-07	1.28373220094976e-07
"a190531"	8.58458332328243e-08	6.18093281938772e-08
"a190567"	4.68249999451769e-08	4.75456370722132e-09
"a190657"	1.87299999780708e-07	2.37728185361066e-08
"a191195"	5.18977082725711e-07	8.55821467299838e-08
"a191365"	7.92122915739242e-06	6.50424315147877e-06
"a19152"	4.68249999451769e-08	4.27910733649919e-09
"a191618"	5.30683332712005e-07	1.4263691121664e-07
"a192231"	2.84852082999826e-07	2.37728185361066e-08
"a192274"	3.08264582972415e-07	1.0935496526609e-07
"a192587"	2.39978124719032e-06	1.6498336064058e-06
"a19305"	1.98225833101249e-06	1.13158616231867e-06
"a193051"	3.7850208289018e-07	1.04600401558869e-07
"a19314"	1.20964583191707e-07	4.75456370722132e-09
"a19324"	3.27774999616238e-07	8.08275830227625e-08
"a193428"	9.75520832191185e-08	4.27910733649919e-09
"a19369"	2.65341666356002e-07	3.80365096577706e-08
"a193734"	1.40474999835531e-07	4.75456370722132e-08
"a193788"	1.28768749849236e-07	2.37728185361066e-08
"a193962"	2.69243749684767e-07	3.80365096577706e-08
"a19434"	1.83397916451943e-07	4.75456370722132e-09
"a194777"	2.41929166383414e-07	4.27910733649919e-08
"a194893"	3.12166666301179e-08	4.75456370722132e-09
"a195025"	2.53635416369708e-07	6.18093281938772e-08
"a195049"	1.13160416534177e-07	4.75456370722132e-09
"a195343"	2.26320833068355e-07	2.85273822433279e-08
"a195740"	1.75593749794413e-07	1.4263691121664e-08
"a195743"	8.9747916561589e-08	4.27910733649919e-09
"a195804"	1.05356249876648e-07	4.75456370722132e-09
"a195828"	2.14614583082061e-07	2.37728185361066e-08
"a195909"	6.24333332602359e-08	4.27910733649919e-09
"a195933"	1.28768749849236e-07	1.4263691121664e-08
"a195935"	7.41395832465301e-08	4.27910733649919e-09
"a196234"	1.32670833178001e-07	4.75456370722132e-09
"a19735"	1.20184166525954e-06	5.46774826330452e-07
"a19778"	5.61899999342123e-07	6.65638919010985e-08
"a197866"	8.19437499040596e-08	3.80365096577706e-08
"a19822"	1.67789583136884e-07	1.4263691121664e-08
"a198391"	8.54556248999478e-07	3.6134684174882e-07
"a198811"	1.24866666520472e-07	9.50912741444264e-09
"a198882"	5.46291666027064e-08	4.27910733649919e-09
"a198912"	1.5608333315059e-07	7.13184556083198e-08
